condition,amplitude,frequency,channel,analysis_group,physical_shank,n_trials,pre_5hz_power,stim_5hz_power,five_hz_log2_power_change,pre_26hz_power,stim_26hz_power,twenty_six_hz_log2_power_change,driven_pre_power,driven_stim_power,driven_log2_power_change
amp100_freq10,100,10,0,A_dHPC_0-31,A_dHPC_0-127,200,230704136192.0,224400769024.0,-0.03996624960386717,14372462592.0,14578906112.0,0.020575199308953927,14372462592.0,14578906112.0,0.020575199308953927
amp100_freq10,100,10,1,A_dHPC_0-31,A_dHPC_0-127,200,220941991936.0,215701454848.0,-0.034631734301160094,13658998784.0,13933079552.0,0.02866242738545565,13658998784.0,13933079552.0,0.02866242738545565
amp100_freq10,100,10,2,A_dHPC_0-31,A_dHPC_0-127,200,224642596864.0,222412079104.0,-0.014396376043809419,14385554432.0,14604254208.0,0.02176786138881516,14385554432.0,14604254208.0,0.02176786138881516
amp100_freq10,100,10,3,A_dHPC_0-31,A_dHPC_0-127,200,240891789312.0,240671670272.0,-0.0013188902239560122,15316015104.0,15410337792.0,0.008857497805122048,15316015104.0,15410337792.0,0.008857497805122048
amp100_freq10,100,10,4,A_dHPC_0-31,A_dHPC_0-127,200,286164058112.0,287793315840.0,0.008190602524234428,17197074432.0,16948647936.0,-0.02099296619873701,17197074432.0,16948647936.0,-0.02099296619873701
amp100_freq10,100,10,5,A_dHPC_0-31,A_dHPC_0-127,200,348275441664.0,348866379776.0,0.0024458256889107566,18778175488.0,18201446400.0,-0.045003795181329694,18778175488.0,18201446400.0,-0.045003795181329694
amp100_freq10,100,10,6,A_dHPC_0-31,A_dHPC_0-127,200,385180860416.0,381204987904.0,-0.014969021226066024,18365544448.0,17720297472.0,-0.05159884278162037,18365544448.0,17720297472.0,-0.05159884278162037
amp100_freq10,100,10,7,A_dHPC_0-31,A_dHPC_0-127,200,376257347584.0,369941250048.0,-0.02442357905060381,16412931072.0,15876630528.0,-0.047928138705932176,16412931072.0,15876630528.0,-0.047928138705932176
amp100_freq10,100,10,8,A_dHPC_0-31,A_dHPC_0-127,200,318585176064.0,313604014080.0,-0.022735113233562587,13316739072.0,12857404416.0,-0.05064141812253899,13316739072.0,12857404416.0,-0.05064141812253899
amp100_freq10,100,10,9,A_dHPC_0-31,A_dHPC_0-127,200,227163963392.0,227316924416.0,0.0009711128675650474,9639120896.0,9252396032.0,-0.059074557010816084,9639120896.0,9252396032.0,-0.059074557010816084
amp100_freq10,100,10,10,A_dHPC_0-31,A_dHPC_0-127,200,148029587456.0,151586979840.0,0.03426027862274786,6900791296.0,6599278592.0,-0.06445347834453688,6900791296.0,6599278592.0,-0.06445347834453688
amp100_freq10,100,10,11,A_dHPC_0-31,A_dHPC_0-127,200,88796192768.0,92562702336.0,0.05993316323747491,5502844416.0,5286945280.0,-0.05774314451102792,5502844416.0,5286945280.0,-0.05774314451102792
amp100_freq10,100,10,12,A_dHPC_0-31,A_dHPC_0-127,200,63032410112.0,65168601088.0,0.04808319954932206,5061962752.0,4938676224.0,-0.0355725017600663,5061962752.0,4938676224.0,-0.0355725017600663
amp100_freq10,100,10,13,A_dHPC_0-31,A_dHPC_0-127,200,55835058176.0,57045876736.0,0.030951354787783852,4782394880.0,4689760768.0,-0.028218927092840185,4782394880.0,4689760768.0,-0.028218927092840185
amp100_freq10,100,10,14,A_dHPC_0-31,A_dHPC_0-127,200,54305513472.0,54619815936.0,0.008325774493061242,4649630208.0,4609829376.0,-0.01240262805194667,4649630208.0,4609829376.0,-0.01240262805194667
amp100_freq10,100,10,15,A_dHPC_0-31,A_dHPC_0-127,200,55931871232.0,55024549888.0,-0.023595158673005948,4664650752.0,4699097088.0,0.010614506744051878,4664650752.0,4699097088.0,0.010614506744051878
amp100_freq10,100,10,16,A_dHPC_0-31,A_dHPC_0-127,200,41364676608.0,38546018304.0,-0.10181746163379927,3068510720.0,3016393472.0,-0.024713991068822348,3068510720.0,3016393472.0,-0.024713991068822348
amp100_freq10,100,10,17,A_dHPC_0-31,A_dHPC_0-127,200,42644504576.0,39054946304.0,-0.12685456219176977,3190046976.0,3237018112.0,0.021087768854234648,3190046976.0,3237018112.0,0.021087768854234648
amp100_freq10,100,10,18,A_dHPC_0-31,A_dHPC_0-127,200,45862604800.0,41461264384.0,-0.14555418326513841,3330835712.0,3466051072.0,0.05740871545275901,3330835712.0,3466051072.0,0.05740871545275901
amp100_freq10,100,10,19,A_dHPC_0-31,A_dHPC_0-127,200,48774799360.0,44088664064.0,-0.14572817583947806,3456174592.0,3655601152.0,0.0809325738282286,3456174592.0,3655601152.0,0.0809325738282286
amp100_freq10,100,10,20,A_dHPC_0-31,A_dHPC_0-127,200,52200062976.0,47816458240.0,-0.1265442735765173,3615545088.0,3877486848.0,0.10090872017115966,3615545088.0,3877486848.0,0.10090872017115966
amp100_freq10,100,10,21,A_dHPC_0-31,A_dHPC_0-127,200,57942601728.0,54249795584.0,-0.09500676427018764,3842401792.0,4135396352.0,0.10601722283808931,3842401792.0,4135396352.0,0.10601722283808931
amp100_freq10,100,10,22,A_dHPC_0-31,A_dHPC_0-127,200,64583766016.0,61661143040.0,-0.06680993643229514,4164691200.0,4451449344.0,0.09606561071855894,4164691200.0,4451449344.0,0.09606561071855894
amp100_freq10,100,10,23,A_dHPC_0-31,A_dHPC_0-127,200,74463559680.0,72713641984.0,-0.03430852781729716,4717551104.0,4971418624.0,0.0756194459349189,4717551104.0,4971418624.0,0.0756194459349189
amp100_freq10,100,10,24,A_dHPC_0-31,A_dHPC_0-127,200,138318610432.0,138030333952.0,-0.0030099279002857872,8863838208.0,8895367168.0,0.005122607804034236,8863838208.0,8895367168.0,0.005122607804034236
amp100_freq10,100,10,25,A_dHPC_0-31,A_dHPC_0-127,200,137959325696.0,137715597312.0,-0.0025510178343478075,8880174080.0,8909165568.0,0.004702357009595297,8880174080.0,8909165568.0,0.004702357009595297
amp100_freq10,100,10,26,A_dHPC_0-31,A_dHPC_0-127,200,138417274880.0,138068295680.0,-0.0036419320368899586,8860525568.0,8891638784.0,0.0050570654371956975,8860525568.0,8891638784.0,0.0050570654371956975
amp100_freq10,100,10,27,A_dHPC_0-31,A_dHPC_0-127,200,136801435648.0,136626503680.0,-0.0018459965560199908,8860745728.0,8894075904.0,0.005416594670335049,8860745728.0,8894075904.0,0.005416594670335049
