reference_mode,condition,amplitude,frequency,channel,analysis_group,physical_shank,n_trials,pre_power,stim_power,driven_log2_power_change
raw,amp100_freq26,100,26,101,Group 96-127,Physical Shank B (64-127),200,10941361169.500055,10818122138.493275,-0.016342138044350155
raw,amp100_freq26,100,26,102,Group 96-127,Physical Shank B (64-127),200,12676752569.484486,12506251161.474184,-0.01953581845104676
raw,amp100_freq26,100,26,103,Group 96-127,Physical Shank B (64-127),200,12807800009.848404,12736185322.995975,-0.008089452207875323
raw,amp100_freq26,100,26,104,Group 96-127,Physical Shank B (64-127),200,12431365247.86278,12377369650.869978,-0.006279989957862906
raw,amp100_freq26,100,26,105,Group 96-127,Physical Shank B (64-127),200,11899607926.921038,11880701742.98855,-0.0022939872463393785
raw,amp100_freq26,100,26,106,Group 96-127,Physical Shank B (64-127),200,10795498810.950312,10864512732.399279,0.009193566583695868
raw,amp100_freq26,100,26,107,Group 96-127,Physical Shank B (64-127),200,9356684071.089487,9535257268.100965,0.027274522428630533
raw,amp100_freq26,100,26,108,Group 96-127,Physical Shank B (64-127),200,7724980110.851903,8006795678.820931,0.05169377271820178
raw,amp100_freq26,100,26,109,Group 96-127,Physical Shank B (64-127),200,6055902798.480707,6371149034.483923,0.07321153625473137
raw,amp100_freq26,100,26,110,Group 96-127,Physical Shank B (64-127),200,4283780319.338229,4626940111.807084,0.11117392793775724
raw,amp100_freq26,100,26,111,Group 96-127,Physical Shank B (64-127),200,3119823318.853644,3436372175.57191,0.13942196671047719
raw,amp100_freq26,100,26,112,Group 96-127,Physical Shank B (64-127),200,2056959235.9215791,1981058105.345173,-0.05424200757773292
raw,amp100_freq26,100,26,113,Group 96-127,Physical Shank B (64-127),200,2181597144.930532,2090133810.8470495,-0.061789410372308694
raw,amp100_freq26,100,26,114,Group 96-127,Physical Shank B (64-127),200,845621761.0778196,796574488.1692057,-0.08620322789497889
raw,amp100_freq26,100,26,115,Group 96-127,Physical Shank B (64-127),200,2302871579.1538696,2176709794.60388,-0.08128488475378422
raw,amp100_freq26,100,26,116,Group 96-127,Physical Shank B (64-127),200,2241823257.2209845,2120761977.913134,-0.08008983201363148
raw,amp100_freq26,100,26,117,Group 96-127,Physical Shank B (64-127),200,2165187607.4574594,2067712134.3780065,-0.06645668735372065
raw,amp100_freq26,100,26,118,Group 96-127,Physical Shank B (64-127),200,2093453098.9648485,2008547140.230034,-0.05973227520815503
raw,amp100_freq26,100,26,119,Group 96-127,Physical Shank B (64-127),200,2022957093.5220866,1947646632.3370724,-0.05473377251669539
raw,amp100_freq26,100,26,120,Group 96-127,Physical Shank B (64-127),200,1917598422.4406998,1877499656.541513,-0.03048798341014423
raw,amp100_freq26,100,26,121,Group 96-127,Physical Shank B (64-127),200,1583654487.6945257,1567823505.5925856,-0.014494450877772212
raw,amp100_freq26,100,26,122,Group 96-127,Physical Shank B (64-127),200,1225163859.7830355,1211084147.930031,-0.016675606551626
raw,amp100_freq26,100,26,123,Group 96-127,Physical Shank B (64-127),200,1075996323.8218017,1036866463.0378076,-0.053443045977352166
raw,amp100_freq26,100,26,124,Group 96-127,Physical Shank B (64-127),200,1065819166.256273,997059935.757953,-0.0962105455905228
raw,amp100_freq26,100,26,125,Group 96-127,Physical Shank B (64-127),200,1196898520.5578098,1115107937.5687792,-0.10211747461252135
raw,amp100_freq26,100,26,126,Group 96-127,Physical Shank B (64-127),200,2017299271.7982938,1989299896.73401,-0.02016434160252376
raw,amp100_freq26,100,26,127,Group 96-127,Physical Shank B (64-127),200,2033780255.772983,1985639054.7014575,-0.03456041185776973
physical_shank_median,amp100_freq26,100,26,0,Group 0-31,Physical Shank A (0-63),200,5484654582.230887,5582513770.741449,0.025514140764424455
physical_shank_median,amp100_freq26,100,26,1,Group 0-31,Physical Shank A (0-63),200,4943958730.8112135,5063454047.982286,0.03445515826503125
physical_shank_median,amp100_freq26,100,26,2,Group 0-31,Physical Shank A (0-63),200,4669378683.720234,4841566316.425795,0.05224326063588897
physical_shank_median,amp100_freq26,100,26,3,Group 0-31,Physical Shank A (0-63),200,4857929416.656107,5076888907.997943,0.06360316302562521
physical_shank_median,amp100_freq26,100,26,4,Group 0-31,Physical Shank A (0-63),200,5408820794.603975,5619446066.430991,0.055113825826501726
physical_shank_median,amp100_freq26,100,26,8,Group 0-31,Physical Shank A (0-63),200,3292572424.603025,3589221317.7922325,0.1244557101798744
physical_shank_median,amp100_freq26,100,26,9,Group 0-31,Physical Shank A (0-63),200,2887606122.32742,3241313995.6596446,0.16670481760915826
physical_shank_median,amp100_freq26,100,26,10,Group 0-31,Physical Shank A (0-63),200,4079763682.335767,4249418020.6999135,0.05877968295049301
physical_shank_median,amp100_freq26,100,26,11,Group 0-31,Physical Shank A (0-63),200,5944450043.587074,5801011445.796246,-0.035238877986156894
